Name,Fide ID,Nascimento,Place of Birth,Death,Date they became Grandmaster,Federation,Sexo,Age they became Grandmaster
"Karpatchev, Aleksandr",4117182.0,1967-05-25 00:00:00,,,1997,Russia,M,30.0
"Karpov, Anatoly",4100026.0,1951-05-23 00:00:00,Zlatoust,,1970,Russia,M,19.0
Karthik Venkataraman,25006479.0,1999-12-22 00:00:00,Vellore,,2018,India,M,19.0
Karthikeyan Murali,5074452.0,1999-01-05 00:00:00,Thanjavur,,2015,India,M,16.0
"Karthikeyan, P.",5018226.0,1990-06-14 00:00:00,Chennai,,2019,India,M,29.0
"Kashdan, Isaac",,1905-11-19 00:00:00,New York City,1985-02-20 00:00:00,1954,United States,M,49.0
"Kasimdzhanov, Rustam",14200244.0,1979-12-05 00:00:00,Tashkent,,1997,Uzbekistan,M,18.0
"Kasparov, Garry",4100018.0,1963-04-13 00:00:00,Baku,,1980,Soviet Union • Russia,M,17.0
"Kasparov, Sergey",13500481.0,1968-08-08 00:00:00,Mogilev,,2007,Belarus,M,39.0
"Kaufman, Lawrence",2000555.0,1947-11-15 00:00:00,Washington,,2008,United States,M,61.0
"Kavalek, Lubomir",2000121.0,1943-08-09 00:00:00,Prague,2021-01-18 00:00:00,1966,United States,M,23.0
"Kayumov, Dmitry",14200090.0,1949-02-28 00:00:00,Tashkent,,2003,Uzbekistan,M,54.0
"Kayumov, Sergey",14200880.0,1981-08-08 00:00:00,Tashkent,,2010,Uzbekistan,M,29.0
"Kazakov, Mikhail",14102749.0,1972-05-28 00:00:00,,,2001,Ukraine,M,29.0
"Kazhgaleyev, Murtas",13700316.0,1973-11-17 00:00:00,Uralsk,,1998,Kazakhstan,M,25.0
"Keene, Raymond",400211.0,1948-01-29 00:00:00,London,,1976,England,M,28.0
"Keitlinghaus, Ludger",4600479.0,1965-07-24 00:00:00,,,1998,Germany,M,33.0
"Kekelidze, Mikheil",13600818.0,1974-09-14 00:00:00,,,2000,Georgia,M,26.0
"Kelires, Andreas",5900727.0,1999-07-01 00:00:00,Cyprus,,2016,Greece,M,17.0
"Keymer, Vincent",12940690.0,2004-11-15 00:00:00,Mainz,,2020,Germany,M,16.0
"Kempiński, Robert",1105663.0,1977-07-11 00:00:00,Gdańsk,,1996,Poland,M,19.0
"Ķeņģis, Edvīns",11600039.0,1959-04-12 00:00:00,Cēsis,,1991,Latvia,M,32.0
"Keres, Paul",,1916-01-07 00:00:00,Helsinki,1975-06-05 00:00:00,1950,Soviet Union,M,34.0
"Khachiyan, Melikset",13300512.0,1970-07-06 00:00:00,Baku,,2006,United States,M,36.0
"Khairullin, Ildar",4151348.0,1990-08-22 00:00:00,Perm,,2007,Russia,M,17.0
"Khalifman, Alexander",4100115.0,1966-01-18 00:00:00,Leningrad,,1990,Russia • Germany • Russia,M,24.0
"Khamrakulov, Djurabek",14201143.0,1988-07-12 00:00:00,Samarkand,,2018,Uzbekistan,M,30.0
"Khamrakulov, Ibragim",14200295.0,1982-07-28 00:00:00,,,2006,Spain,M,24.0
"Kharchenko, Boris",14113210.0,1991-07-15 00:00:00,Lugansk,,2013,Ukraine,M,22.0
"Kharitonov, Alexandr",4135202.0,1986-11-08 00:00:00,Obninsk,,2006,Russia,M,20.0
"Kharitonov, Andrei",4100948.0,1959-04-04 00:00:00,Moscow,2012-01-13 00:00:00,1993,Russia,M,34.0
"Kharlov, Andrei",4102185.0,1968-11-20 00:00:00,Prokopyevsk,2014-06-15 00:00:00,1992,Russia,M,24.0
"Khasin, Alexander",4101189.0,1951-04-29 00:00:00,,2016-12-31 00:00:00,1996,Russia,M,45.0
"Khatanbaatar, Bazar",4900332.0,1973-02-25 00:00:00,,,1999,Mongolia,M,26.0
"Khegay, Dmitriy",24153729.0,1997-07-21 00:00:00,,,2020,Russia,M,23.0
"Khenkin, Igor",4659600.0,1968-03-21 00:00:00,"Vladimir, Russia",,1992,Russia • Israel • Germany,M,24.0
"Khismatullin, Denis",4142578.0,1984-12-28 00:00:00,Neftekamsk,,2004,Russia,M,20.0
"Khmelniker, Ilya",2805340.0,1985-09-21 00:00:00,Russia,,2011,Israel,M,26.0
"Kholmov, Ratmir",4101090.0,1925-05-13 00:00:00,Shenkursk,2006-02-18 00:00:00,1960,Soviet Union • Russia,M,35.0
"Khotenashvili, Bela",13602640.0,1988-06-01 00:00:00,Telavi,,2013,Georgia,F,25.0
"Khruschiov, Alexey",13900544.0,1982-03-12 00:00:00,Chișinău,,2007,Moldova,M,25.0
"Khusnutdinov, Rustam",13701703.0,1987-07-11 00:00:00,Karaganda,,2009,Kazakhstan,M,22.0
"Kim, Alexey",4129776.0,1986-04-05 00:00:00,Tashkent,,2004,Russia • South Korea,M,18.0
"Kindermann, Stefan",4600053.0,1959-12-28 00:00:00,Vienna,,1988,West Germany • Germany • Austria,M,29.0
"King, Daniel J.",400068.0,1963-08-28 00:00:00,Beckenham,,1989,England,M,26.0
"Kiriakov, Petr",4119231.0,1975-01-11 00:00:00,Krasnoyarsk,,1998,Russia,M,23.0
"Kirov, Nino",2900076.0,1945-09-09 00:00:00,Blagoevgrad,2008-09-25 00:00:00,1975,Bulgaria,M,30.0
"Kiselev, Vitaliy",4194128.0,1988-06-16 00:00:00,Rostov-on-Don,,2007,Russia,M,19.0
"Kishnev, Sergey",4100751.0,1956-11-01 00:00:00,,,1996,Russia,M,40.0
"Kislinsky, Alexey",14108801.0,1984-06-10 00:00:00,Kiev,,2008,Ukraine • Czechoslovakia,M,24.0
"Klarić, Zlatko",14500248.0,1956-10-24 00:00:00,Borovo,,1983,Yugoslavia • Croatia,M,27.0
"Klein, David",1003623.0,1993-12-20 00:00:00,Haarlem,,2014,Netherlands,M,21.0
"Klekowski, Maciej",1132717.0,1992-09-05 00:00:00,Częstochowa,,2020,Poland,M,28.0
"Klimov, Sergey",4121759.0,1979-01-22 00:00:00,Leningrad,,2009,Russia,M,30.0
"Klinger, Josef",1600010.0,1967-06-06 00:00:00,St Johann im Pongau,,1988,Austria,M,21.0
"Klovāns, Jānis",11600128.0,1935-04-09 00:00:00,Ruba,2010-10-05 00:00:00,1997,Latvia,M,62.0
"Knaak, Rainer",4611250.0,1953-03-16 00:00:00,Pasewalk,,1975,East Germany • Germany,M,22.0
"Knĕzević, Milorad",900494.0,1936-10-31 00:00:00,Cetinje,2005-03-31 00:00:00,1976,Serbia and Montenegro,M,40.0
"Kobalia, Mikhail",4119150.0,1978-05-03 00:00:00,,,1996,Russia,M,18.0
"Kobo, Ori",2812320.0,1997-04-24 00:00:00,Israel,,2017,Israel,M,20.0
"Kochyev, Alexander",4100719.0,1956-03-25 00:00:00,Leningrad,,1977,Soviet Union • Russia,M,21.0
"Kogan, Artur",2800802.0,1974-01-29 00:00:00,Chernivtsi,,1998,Israel,M,24.0
"Kokarev, Dmitry",4132181.0,1982-02-18 00:00:00,Penza,,2007,Russia,M,25.0
"Kolev, Atanas",2900130.0,1967-07-15 00:00:00,Botevgrad,,1993,Bulgaria,M,26.0
"Kollars, Dmitrij",12909572.0,1999-08-13 00:00:00,Bremen,,2017,Germany,M,18.0
"Koltanowski, George",,1903-09-17 00:00:00,Anvers,2000-02-05 00:00:00,1988,Belgium • United States,M,85.0
"Komarov, Dimitri",14101270.0,1968-12-01 00:00:00,,,1994,Ukraine,M,26.0
"Komliakov, Viktor",13900030.0,1960-04-25 00:00:00,,,1995,Moldova,M,35.0
"Komljenović, Davorin",14500132.0,1944-07-01 00:00:00,Mostar,,1995,Croatia,M,51.0
"Koneru, Humpy",5008123.0,1987-03-31 00:00:00,Vijayawada,,2002,India,F,15.0
"Koniushkov, Igor",4121376.0,1962-11-29 00:00:00,,,1998,Russia,M,36.0
"Kononenko, Dmitry",14113007.0,1988-08-23 00:00:00,Dnipro,,2007,Ukraine,M,19.0
"Konovalov, Nikolay",4170962.0,1989-08-07 00:00:00,Moscow,,2017,Russia,M,28.0
"Konstantinopolsky, Alexander",,1910-02-19 00:00:00,Zhitomir,1990-09-21 00:00:00,1983,Soviet Union,M,73.0
"Korchnoi, Viktor",1300016.0,1931-03-23 00:00:00,Leningrad,2016-06-06 00:00:00,1956,Soviet Union • Switzerland,M,25.0
"Korneev, Oleg",4156803.0,1969-07-25 00:00:00,,,1995,Russia • Spain,M,26.0
"Kornev, Alexei",4120949.0,1976-12-20 00:00:00,Vyazniki,,2004,Russia,M,28.0
"Korobov, Anton",14105730.0,1985-06-25 00:00:00,Kemerovo,,2003,Ukraine,M,18.0
"Korotylev, Alexey",4119142.0,1977-03-01 00:00:00,Moscow,,2000,Russia,M,23.0
"Korpa, Bence",706671.0,1998-01-12 00:00:00,Hungary,,2017,Hungary,M,19.0
"Kosanović, Goran",901466.0,1962-03-16 00:00:00,Zemun,,1998,Serbia,M,36.0
"Kosashvili, Yona",2800080.0,1970-07-03 00:00:00,Tbilisi,,1994,Israel,M,24.0
"Kosić, Dragan",900290.0,1970-02-15 00:00:00,,,1995,Montenegro,M,25.0
"Kosintseva, Nadezhda",4134974.0,1985-01-14 00:00:00,Arkhangelsk,,2011,Russia,F,26.0
"Kosintseva, Tatiana",4133471.0,1986-04-11 00:00:00,Arkhangelsk,,2009,Russia,F,23.0
"Kosten, Anthony",400114.0,1958-07-24 00:00:00,London,,1990,England • France,M,32.0
"Kosteniuk, Alexandra",4128125.0,1984-04-23 00:00:00,Perm,,2004,Russia,F,20.0
"Kostenko, Petr",13700669.0,1976-02-16 00:00:00,Kostanai,,2006,Kazakhstan,M,30.0
"Kostić, Boris",,1887-02-24,Vršac,1963-11-03 00:00:00,1950,Yugoslavia,M,63.0
"Kostić, Vladimir",901482.0,1953-08-20 00:00:00,Valjevo,,2005,Serbia,M,52.0
"Kosyrev, Vladimir",4122259.0,1980-11-07 00:00:00,,,2001,Russia,M,21.0
"Kotanjian, Tigran",13301250.0,1981-09-01 00:00:00,Yerevan,,2006,Armenia,M,25.0
"Kotov, Alexander",,1913-08-12 00:00:00,Tula,1981-01-08 00:00:00,1950,Soviet Union,M,37.0
"Kotronias, Vasilios",5900212.0,1964-08-25 00:00:00,Athens,,1990,Greece • Cyprus • Greece,M,26.0
"Kotsur, Pavel",13700278.0,1974-01-03 00:00:00,Astana,,1996,Kazakhstan,M,22.0
"Kouatly, Bachar",600032.0,1958-03-03 00:00:00,Damascus,,1989,France,M,31.0
"Kovačević, Aleksandar",903124.0,1974-02-11 00:00:00,,,2000,Serbia,M,26.0
"Kovačević, Blažimir",14502712.0,1975-10-16 00:00:00,Osijek,,2018,Croatia,M,43.0
"Kovacevic, Vlatko",14500078.0,1942-03-26 00:00:00,Dubrovnik,,1976,Croatia,M,34.0
"Kovalenko, Igor",14117908.0,1988-12-29 00:00:00,"Novomoskovsk, Ukraine",,2011,Ukraine • Latvia,M,23.0
"Kovalev, Andrei",13500023.0,1961-11-07 00:00:00,Vitebsk,,1992,Belarus,M,31.0
"Kovalev, Vladislav",13504398.0,1994-01-06 00:00:00,Minsk,,2013,Belarus,M,19.0
"Kovalyov, Anton",114987.0,1992-03-04 00:00:00,Kharkiv,,2008,Belarus • Argentina • Canada,M,16.0
"Kovchan, Alexander",14103052.0,1983-10-21 00:00:00,Chernigov,,2002,Ukraine,M,19.0
"Kozák, Ádám",753246.0,2002-06-15 00:00:00,Budapest,,2020,Hungary,M,18.0
"Kožul, Zdenko",14502879.0,1966-05-21 00:00:00,Bihać,,1989,Croatia,M,23.0
"Kraai, Jesse",2002035.0,1972-05-06 00:00:00,Santa Fe,,2007,United States,M,35.0
"Kraidman, Yair",2800187.0,1932-11-01 00:00:00,Haifa,,1976,Israel,M,44.0
"Krakops, Māris",11600462.0,1978-04-03 00:00:00,,,1998,Latvia,M,20.0
"Krämer, Martin",4671910.0,1987-12-23 00:00:00,Erfurt,,2012,Germany,M,25.0
"Kramnik, Vladimir",4101588.0,1975-06-25 00:00:00,Tuapse,,1992,Russia,M,17.0
"Krapivin, Alexander",4154720.0,1987-07-23 00:00:00,Moscow,,2007,Russia,M,20.0
"Krasenkow, Michał",1113100.0,1963-11-14 00:00:00,Moscow,,1989,Soviet Union • Russia • Poland,M,26.0
"Kravtsiv, Martyn",14113147.0,1990-11-26 00:00:00,Lviv,,2009,Ukraine,M,19.0
"Kreiman, Boris",2007770.0,1976-06-07 00:00:00,Moscow,,2004,United States,M,28.0
"Krejčí, Ján",322156.0,1992-09-27 00:00:00,,,2011,Czechoslovakia,M,19.0
"Kristiansen, Jens",1400061.0,1952-05-25 00:00:00,Copenhagen,,2012,Denmark,M,60.0
"Kristjánsson, Stefán",2301172.0,1982-12-08 00:00:00,Reykjavik,2018-02-28 00:00:00,2011,Iceland,M,29.0
"Kritz, Leonid",4653530.0,1984-02-26 00:00:00,Moscow,,2003,Germany,M,19.0
"Krivoborodov, Egor",4155890.0,1989-12-24 00:00:00,Moscow,,2011,Russia,M,22.0
"Krivoshey, Sergei",14102226.0,1971-05-23 00:00:00,Zhitomir,,2006,Ukraine,M,35.0
"Krogius, Nikolai",4100565.0,1930-07-22 00:00:00,Saratov,,1964,Soviet Union • Russia,M,34.0
"Kruppa, Yuri",14100142.0,1964-06-21 00:00:00,,,1995,Ukraine,M,31.0
"Krush, Irina",2012782.0,1983-12-24 00:00:00,Odessa,,2013,United States,F,30.0
"Kryakvin, Dmitry",4153278.0,1984-04-10 00:00:00,Rostov-on-Don,,2009,Russia,M,25.0
"Krylov, Mikhail",4151364.0,1987-06-14 00:00:00,Moscow,,2012,Russia,M,25.0
"Krysa, Leandro",116807.0,1992-11-07 00:00:00,Buenos Aires,,2017,Argentina,M,25.0
"Kryvoruchko, Yuriy",14109182.0,1986-12-19 00:00:00,Lviv,,2006,Ukraine,M,20.0
"Krzyzanowski, Marcin",1132199.0,1994-01-11 00:00:00,Rybnik,,2020,Poland,M,26.0
"Kuczyński, Robert",1100033.0,1966-04-17 00:00:00,Jelenia Góra,,1993,Poland,M,27.0
"Kudrin, Sergey",2000164.0,1959-09-07 00:00:00,Novosibirsk,,1984,United States,M,25.0
"Kulaots, Kaido",4500261.0,1976-02-28 00:00:00,Pärnu,,2001,Estonia,M,25.0
"Kuligowski, Adam",1100092.0,1955-12-24 00:00:00,Warsaw,,1980,Poland,M,25.0
"Kuljašević, Davorin",14506661.0,1986-10-22 00:00:00,Zagreb,,2010,Croatia,M,24.0
"Kumaran, Dharshan",401978.0,1975-06-07 00:00:00,,,1997,England,M,22.0
"Kunin, Vitaly",4128737.0,1983-10-02 00:00:00,Moscow,,2006,Germany,M,23.0
"Kunte, Abhijit",5002265.0,1977-03-03 00:00:00,Pune,,2000,India,M,23.0
"Kupreichik, Viktor",13500066.0,1949-07-03 00:00:00,Minsk,2017-05-22 00:00:00,1980,Soviet Union • Belarus,M,31.0
"Kurajica, Bojan",14400057.0,1947-11-15 00:00:00,Lubljana,,1974,Yugoslavia • Bosnia and Herzegovina •Croatia,M,27.0
"Kurnosov, Igor",4142527.0,1985-05-30 00:00:00,Chelyabinsk,2013-08-08 00:00:00,2003,Russia,M,18.0
"Kutirov, Rolando",15000010.0,1962-01-23 00:00:00,,,1996,North Macedonia,M,34.0
"Kuybokarov, Temur",14203049.0,2000-07-22 00:00:00,Tashkent,,2019,Australia,M,19.0
"Kuzmin, Alexey",4100794.0,1963-03-08 00:00:00,,,1995,Russia,M,32.0
"Kuzmin, Gennady",14100070.0,1946-01-19 00:00:00,Mariinsk,2020-02-28 00:00:00,1973,Ukraine,M,27.0
"Kuzubov, Yuriy",14112906.0,1990-01-26 00:00:00,Sychevka,,2005,Ukraine,M,15.0
"Kveinys, Aloyzas",12800040.0,1962-07-09 00:00:00,Vilnius,2018-07-26 00:00:00,1992,Lithuania,M,30.0
"Kvon, Andrey",14201356.0,1989-04-16 00:00:00,Tashkent,,2018,Uzbekistan,M,29.0
"Ladva, Ottomar",4500024.0,1997-06-17 00:00:00,Haapsalu,,2016,Estonia,M,19.0
"Lafuente, Pablo",108820.0,1985-02-20 00:00:00,Buenos Aires,,2008,Argentina,M,23.0
"Lagarde, Maxime",662399.0,1994-03-16 00:00:00,Niort,,2013,France,M,19.0
"Lagno, Kateryna",14109336.0,1989-12-27 00:00:00,Lviv,,2007,Ukraine • Russia,F,18.0
"Lajthajm, Borko",916358.0,1976-04-16 00:00:00,Zemun,,2007,Serbia,M,31.0
"Lalić, Bogdan",409081.0,1964-03-08 00:00:00,Zagreb,,1988,Yugoslavia • Croatia • England • Croatia,M,24.0
"Lalith, Babu M.R.",5024595.0,1993-01-05 00:00:00,Vijayawada,,2012,India,M,19.0
"L'Ami, Erwin",1007998.0,1985-04-05 00:00:00,Woerden,,2005,Netherlands,M,20.0
"Lampert, Jonas",1303759.0,1997-08-27 00:00:00,Hamburg,,2020,Germany,M,23.0
"Landa, Konstantin",4101685.0,1972-05-22 00:00:00,Omsk,,1995,Russia,M,23.0
"Lanka, Zigurds",11600047.0,1960-05-21 00:00:00,Baldone,,1992,Latvia,M,32.0
"Lariño Nieto, David",2256444.0,1989-05-22 00:00:00,Esteiro,,2013,Spain,M,24.0
"Larsen, Bent",1400029.0,1935-03-04 00:00:00,"Tilsted, near Thisted",2010-09-09 00:00:00,1956,Denmark,M,21.0
"Lastin, Alexander",4119240.0,1976-10-30 00:00:00,,2015-01-23 00:00:00,1997,Russia,M,21.0
"Lau, Ralf",4600134.0,1959-10-19 00:00:00,Delmenhorst,,1986,West Germany • Germany,M,27.0
"Lautier, Joël",600016.0,1973-04-12 00:00:00,"Scarborough, Toronto",,1990,France,M,17.0
"Laxman, R. R.",5005361.0,1983-02-05 00:00:00,Chennai,,2009,India,M,26.0
"Laylo, Darwin",5201330.0,1980-06-01 00:00:00,,,2007,Philippines,M,27.0
"Lazarev, Vladimir",4113250.0,1964-06-05 00:00:00,Saratov,,2000,Russia • France,M,36.0
"Lazić, Miroljub",900788.0,1966-06-28 00:00:00,Lesnica,,1995,Serbia,M,29.0
"Laznicka, Victor",316385.0,1988-01-09 00:00:00,Pardubice,,2006,Czechoslovakia,M,18.0
Lê Quang Liêm,12401137.0,1991-03-13 00:00:00,Ho Chi Minh City,,2006,Vietnam,M,15.0
"Le Roux, Jean-Pierre",609404.0,1982-05-18 00:00:00,Guingamp,,2010,France,M,28.0
"Lechtýnský, Jiří",300217.0,1947-11-25 00:00:00,Jablonec nad Nisou,,1982,Czechoslovakia,M,35.0
"Legky, Nikolay",14100312.0,1955-04-11 00:00:00,,,1994,Ukraine • France,M,39.0
"Lehmann, Heinz",,1921-10-20 00:00:00,Kaliningrad,1995-06-08 00:00:00,1992,West Germany • Germany,M,71.0
Lei Tingjie,8605114.0,1997-03-03 00:00:00,Chongqing,,2017,China,F,20.0
"Lein, Anatoly",2000270.0,1931-03-28 00:00:00,Leningrad,2018-03-01 00:00:00,1968,Soviet Union • United States,M,37.0
"Leitão, Rafael",2101246.0,1979-12-28 00:00:00,"São Luís, Maranhão",,1998,Brazil,M,19.0
"Leko, Peter",703303.0,1979-09-08 00:00:00,Subotica,,1994,Hungary,M,15.0
"Lemos, Damián",113581.0,1990-04-02 00:00:00,Buenos Aires,,2009,Argentina,M,19.0
"Lenderman, Aleksandr",2021285.0,1989-09-23 00:00:00,Leningrad,,2010,United States,M,21.0
"Lengyel, Levente",700541.0,1933-06-13 00:00:00,Debrecen,2014-08-18 00:00:00,1964,Hungary,M,31.0
"Lenič, Luka",14603853.0,1988-05-13 00:00:00,Ljubljana,,2007,Slovakia,M,19.0
"León Hoyos, Manuel",5105269.0,1989-02-10 00:00:00,"Mérida, Yucatán",,2008,Mexico,M,19.0
"Lerner, Konstantin",14100061.0,1950-02-28 00:00:00,Odessa,2011-09-24 00:00:00,1986,Soviet Union • Ukraine,M,36.0
"Lesiège, Alexandre",2600170.0,1975-08-18 00:00:00,Montreal,,1998,Canada,M,23.0
"Leniart, Arkadiusz",1124226.0,1991-06-20 00:00:00,Warsaw,,2020,Poland,M,29.0
"Lev, Ronen",2800063.0,1968-09-22 00:00:00,,,1994,Israel,M,26.0
"Levenfish, Grigory",,1889-03-21,Petrokov,1961-02-09 00:00:00,1950,Soviet Union,M,61.0
"Leventić, Ivan",14500442.0,1970-09-21 00:00:00,,,2005,Croatia,M,35.0
"Levin, Evgeny A.",4182596.0,1990-06-26 00:00:00,Russia,,2010,Russia,M,20.0
"Levin, Felix",4650905.0,1958-11-05 00:00:00,Lviv,,1998,Germany,M,40.0
"Levitt, Jonathan",400220.0,1963-06-03 00:00:00,London,,1994,England,M,31.0
Li Chao,8604436.0,1989-04-21 00:00:00,Taiyuan,,2007,China,M,18.0
"Li, Di",8607508.0,1999-12-15 00:00:00,Cheng Du,,2019,China,M,20.0
Li Ruifeng,2061074.0,2001-09-14 00:00:00,Hangzhou,,2017,United States,M,16.0
Li Shilong,8600678.0,1977-08-10 00:00:00,,,2002,China,M,25.0
"Liang, Awonder",2056437.0,2003-04-09 00:00:00,"Madison, Wisconsin",,2017,United States,M,14.0
Liang Chong,8600899.0,1980-01-29 00:00:00,Guangzhou,,2004,China,M,24.0
Liang Jinrong,8600066.0,1960-05-21 00:00:00,Guangdong,,1998,China,M,38.0
"Liberzon, Vladimir",,1937-03-23 00:00:00,Moscow,1996-08-04 00:00:00,1965,Soviet Union • Israel,M,28.0
"Libiszewski, Fabien",616834.0,1984-01-05 00:00:00,Saint-Étienne,,2009,France,M,25.0
"Lie, Kjetil Aleksander",1501984.0,1980-11-18 00:00:00,Porsgrunn,,2005,Norway,M,25.0
"Likavský, Tomáš",14900483.0,1971-07-28 00:00:00,Zvolen,,2005,Slovakia,M,34.0
"Lilienthal, Andor",700436.0,1911-05-05 00:00:00,Moscow,2010-05-08 00:00:00,1950,Soviet Union • Hungary,M,39.0
"Lima, Darcy",2100045.0,1962-05-22 00:00:00,Rio de Janeiro,,2000,Brazil,M,38.0
Lin Chen,8602298.0,1988-09-14 00:00:00,Jiangsu,,2016,China,M,28.0
"Lintchevski, Daniil",4171055.0,1990-05-17 00:00:00,Gatchina,,2009,Russia,M,19.0
"Liss, Eran",2800721.0,1975-07-02 00:00:00,,,1995,Israel,M,20.0
Liu Qingnan,8603294.0,1992-05-23 00:00:00,Shandong,,2015,China,M,23.0
"Liu, Yan",8608962.0,2000-03-29 00:00:00,Chongqing,,2018,China,M,18.0
"Ljubojević, Ljubomir",900010.0,1950-11-02 00:00:00,Užice,,1971,Yugoslavia • Serbia,M,21.0
"Llanes Hurtado, Miguel",2206706.0,1978-10-05 00:00:00,Don Benito,,2008,Spain,M,30.0
"Lobron, Eric",4600037.0,1960-05-07 00:00:00,Philadelphia,,1982,Germany,M,22.0
"Loginov, Valery",4126297.0,1955-12-13 00:00:00,Syzran,,1991,Russia,M,36.0
"Lombardy, William",2000415.0,1937-12-04 00:00:00,New York City,2017-10-13 00:00:00,1960,United States,M,23.0
"Lomsadze, Davit",13603450.0,1991-02-12 00:00:00,,,2016,Georgia,M,25.0
"López Martínez, Josep Manuel",2212943.0,1980-04-24 00:00:00,Barcelona,,2007,Spain,M,27.0
"Lopushnoy, Denis",4123395.0,1977-01-30 00:00:00,,,2000,Russia,M,23.0
"Lorenzini, Martin",105570.0,1975-09-26 00:00:00,Santa Fe de la Vera Cruz,,2014,Argentina,M,39.0
"Lorparizangeneh, Shahin",12521604.0,1999-01-16 00:00:00,Esfahan,,2017,Iran,M,18.0
"Lputian, Smbat",13300024.0,1958-02-14 00:00:00,Yerevan,,1984,Soviet Union • Armenia,M,26.0
Lu Shanglei,8603332.0,1995-07-10 00:00:00,Liaoning,,2011,China,M,16.0
"Lugovoi, Aleksei",4116194.0,1975-03-05 00:00:00,,,1998,Russia,M,23.0
"Lugovskoy, Maxim",24126454.0,1996-08-14 00:00:00,Kurganinsk,,2017,Russia,M,21.0
"Lukács, Péter",700142.0,1950-07-09 00:00:00,Budapest,,1986,Hungary,M,36.0
"Lukov, Valentin",2900157.0,1955-12-11 00:00:00,Pazardzhik,,1988,Bulgaria,M,33.0
"Lundin, Erik",,1904-07-02 00:00:00,Stockholm,1988-12-05 00:00:00,1983,Sweden,M,79.0
"Lunev, Andrey",4120957.0,1969-01-21 00:00:00,,,2001,Russia,M,32.0
"Lupu, Mircea-Sergiu",621501.0,1962-08-28 00:00:00,Negrești,,1995,Romania • France,M,33.0
"Lupulescu, Constantin",1207822.0,1984-03-25 00:00:00,Buftea,,2006,Romania,M,22.0
"Luther, Thomas",4611420.0,1969-11-04 00:00:00,Erfurt,,1994,Germany,M,25.0
"Lutikov, Anatoly",,1933-02-05 00:00:00,Leningrad,1989-10-15 00:00:00,1974,Soviet Union,M,41.0
"Lutsko, Igor",13500716.0,1962-04-06 00:00:00,Minsk,,2004,Belarus,M,42.0
"Lutz, Christopher",4600193.0,1971-02-24 00:00:00,Neukirchen,,1992,Germany,M,21.0
"Ly, Moulthun",3204405.0,1991-11-20 00:00:00,Cambodia,,2016,Australia,M,25.0
"Lysyj, Igor",4150120.0,1987-01-01 00:00:00,Nizhny Tagil,,2007,Russia,M,20.0
Ma Qun,8603154.0,1991-11-09 00:00:00,Shandong,,2013,China,M,22.0
"Machulsky, Anatoly",4100417.0,1956-09-24 00:00:00,Bezhetsk,2017-02-17 00:00:00,1991,Russia,M,35.0
"Macieja, Bartłomiej",1104306.0,1977-10-04 00:00:00,Warsaw,,1998,Poland,M,21.0
"Magem Badals, Jordi",2200074.0,1967-08-24 00:00:00,Manresa,,1994,Spain,M,27.0
"Magerramov, Elmar",13400142.0,1958-04-10 00:00:00,Baku,,1992,Azerbaijan,M,34.0
"Maghalashvili, Davit",13602276.0,1987-06-27 00:00:00,,,2014,Georgia,M,27.0
"Maghsoodloo, Parham",12539929.0,2000-08-12 00:00:00,Gorgan,,2016,Iran,M,16.0
"Magomedov, Magaram",4156757.0,1966-05-20 00:00:00,Khuri,,1998,Tajikistan • Russia,M,32.0
"Mahjoob Zardast, Morteza",12500798.0,1980-03-20 00:00:00,Tehran,,2007,Iran,M,27.0
"Mainka, Romuald",4600258.0,1963-05-15 00:00:00,Gliwice,,1993,Germany,M,30.0
"Maiorov, Nikita",13501720.0,1985-04-19 00:00:00,Vitebsk,,2007,Belarus,M,22.0
"Maiorov, Oleg",4119916.0,1971-07-21 00:00:00,,,1999,Russia,M,28.0
"Maiwald, Jens-Uwe",4612396.0,1974-05-06 00:00:00,Dresden,,1999,Germany,M,25.0
"Makarichev, Sergey",4100468.0,1953-11-17 00:00:00,Moscow,,1976,Soviet Union • Russia,M,23.0
"Makarov, Marat",4101103.0,1963-05-07 00:00:00,,,1993,Russia,M,30.0
"Makogonov, Vladimir",,1904-08-27 00:00:00,Nakhichivan,1993-01-02 00:00:00,1987,Soviet Union,M,83.0
"Maksimenko, Andrei",14100584.0,1969-12-07 00:00:00,Cherkasy,,1995,Ukraine,M,26.0
"Malakhatko, Vadim",14104202.0,1977-03-22 00:00:00,Kyiv,,1999,Ukraine • Belgium,M,22.0
"Malakhov, Vladimir",4120787.0,1980-11-27 00:00:00,Ivanovo,,1998,Russia,M,18.0
"Malaniuk, Vladimir",14100177.0,1957-07-21 00:00:00,Arkhangelsk,2017-07-02 00:00:00,1987,Soviet Union • Ukraine,M,30.0
"Maletin, Pavel",4146786.0,1986-11-06 00:00:00,Novosibirsk,,2007,Russia,M,21.0
"Malich, Burkhard",4611330.0,1936-11-29 00:00:00,Schweidnitz-Świdnica,,1975,East Germany • Germany,M,39.0
"Malinin, Vasily",4140249.0,1956-04-26 00:00:00,Petrozavodsk,,2003,Russia,M,47.0
"Mališauskas, Vidmantas",12800031.0,1963-08-04 00:00:00,,,1993,Lithuania,M,30.0
"Mamedov, Nidjat",13400819.0,1985-04-02 00:00:00,Nakhchivan,,2006,Azerbaijan,M,21.0
"Mamedov, Rauf",13401653.0,1988-04-26 00:00:00,Baku,,2004,Azerbaijan,M,16.0
